gene,direction,meta_scope_used,rho_threshold,k_datasets,n_scope_datasets,k_concordant,direction_concordant,fisher_padj,stouffer_padj,mean_abs_rrb,r_rb,correlation_p_value,correlation_padj,directional_correlation_strength,passes_fisher,passes_stouffer,passes_k_mode,passes_effect_floor,passes_correlation_threshold,selected_for_analysis
KCMF1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.6400188879702e-4,0.0029817633229845,0.508,-0.508,1.7252970170727e-4,0.0029817633229845,0.508,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HDHD5,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.6716232925027e-4,2.8583878214402e-4,0.503,-0.503,5.03363893083823e-6,2.8583878214402e-4,0.503,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LSM4,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,3.7166735320248e-4,0.0340107168768249,0.677,-0.677,0.00500535078564594,0.0340107168768249,0.677,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
BCAT2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.7166735320248e-4,3.5803250143483e-4,0.518,-0.518,7.20568556346843e-6,3.5803250143483e-4,0.518,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
VDAC2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.7166735320248e-4,3.5273317771559e-4,0.517,-0.517,6.98811012455432e-6,3.5273317771559e-4,0.517,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ENO1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.7166735320248e-4,3.0652553280585e-4,0.506,-0.506,5.5907172650124e-6,3.0652553280585e-4,0.506,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
COX6B1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,3.7166735320248e-4,0.00610241426341809,0.554,-0.554,5.0015550886677e-4,0.00610241426341809,0.554,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HSPD1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.9026205513961e-4,3.1284929839178e-4,0.504,-0.504,5.90281695078831e-6,3.1284929839178e-4,0.504,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ANAPC11,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,3.933228575649e-4,0.00674918306267422,0.557,-0.557,5.6879907572223e-4,0.00674918306267422,0.557,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
SHPK,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.0091826975467e-4,0.00178205610743003,0.516,-0.516,8.85424103691651e-5,0.00178205610743003,0.516,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
VEGFC,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,4.2193920812192e-4,0.99999999974885,0.581,-0.581,0.513302508295388,0.99999999974885,0.581,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
CCT4,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.2737040539344e-4,6.9354746510677e-4,0.525,-0.525,2.02829919040659e-5,6.9354746510677e-4,0.525,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NSMCE2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.3008563670872e-4,3.9715082128927e-4,0.512,-0.512,8.49253328543098e-6,3.9715082128927e-4,0.512,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
EHD3,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,4.447105517344e-4,0.99999999974885,0.652,-0.652,0.830875083019065,0.99999999974885,0.652,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
MEAF6,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.4771043520617e-4,0.00340995214515336,0.502,-0.502,2.1151608907653e-4,0.00340995214515336,0.502,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CPNE3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.5244149663342e-4,0.00358747480997357,0.5,-0.5,2.2788362000461e-4,0.00358747480997357,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RHOD,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,4.5748699235275e-4,0.0136135353294594,0.6,-0.6,0.00149240667048327,0.0136135353294594,0.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DAZAP1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.6164757515888e-4,0.00102975197276715,0.521,-0.521,3.91823863851651e-5,0.00102975197276715,0.521,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MIPEP,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.8212799815218e-4,5.601746693039e-4,0.517,-0.517,1.43884691425168e-5,5.601746693039e-4,0.517,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
UTP18,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.8212799815218e-4,0.00119871511155971,0.519,-0.519,4.74962591372717e-5,0.00119871511155971,0.519,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PSMC3,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,5.1126754973933e-4,0.00583861521878611,0.527,-0.527,4.645187579726e-4,0.00583861521878611,0.527,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DIAPH3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.1126754973933e-4,8.0601572533392e-4,0.518,-0.518,2.68104302274928e-5,8.0601572533392e-4,0.518,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TESMIN,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.1126754973933e-4,3.7848992603577e-4,0.477,-0.477,7.73642930576275e-6,3.7848992603577e-4,0.477,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RHOC,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.1126754973933e-4,3.9715082128927e-4,0.487,-0.487,8.31097496829906e-6,3.9715082128927e-4,0.487,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
COX8A,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,5.1126754973933e-4,0.0259901953882654,0.639,-0.639,0.00358173386326388,0.0259901953882654,0.639,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
AMZ2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.1126754973933e-4,4.1771902282021e-4,0.494,-0.494,9.06371464609907e-6,4.1771902282021e-4,0.494,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
COP1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.1126754973933e-4,0.00340995214515336,0.499,-0.499,2.1231777507558e-4,0.00340995214515336,0.499,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ROMO1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,5.1126754973933e-4,0.0420893568392431,0.671,-0.671,0.00664119380437435,0.0420893568392431,0.671,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
CCT8,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.1126754973933e-4,5.601746693039e-4,0.511,-0.511,1.41001026936422e-5,5.601746693039e-4,0.511,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FDPS,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,5.1126754973933e-4,0.0146830037437447,0.596,-0.596,0.00163914035504068,0.0146830037437447,0.596,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
COPE,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,5.218724649419e-4,0.0112199690247487,0.575,-0.575,0.00115123264016497,0.0112199690247487,0.575,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
MEAK7,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.2801455400433e-4,0.00400356665876878,0.495,-0.495,2.6690444391791e-4,0.00400356665876878,0.495,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MCTP1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,5.2801455400433e-4,0.99999999974885,0.719,-0.719,0.97989638510375,0.99999999974885,0.719,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
NDUFS1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.4077329905926e-4,0.00270093988608568,0.503,-0.503,1.5033533328212e-4,0.00270093988608568,0.503,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LAGE3,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,5.5468453012034e-4,0.0105050034559167,0.566,-0.566,0.00106304863733488,0.0105050034559167,0.566,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
EXOSC4,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,5.5906004268794e-4,0.00476838031366263,0.5,-0.5,3.4821190016032e-4,0.00476838031366263,0.5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
RPS16,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.6112330080212e-4,0.00110272758609174,0.514,-0.514,4.29994404639547e-5,0.00110272758609174,0.514,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ECI1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,5.696912163404e-4,0.021620586575305,0.619,-0.619,0.00284195131713129,0.021620586575305,0.619,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
TUBB4B,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,5.741127644509e-4,0.00613013013225457,0.519,-0.519,5.0506103605367e-4,0.00613013013225457,0.519,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
PTRH1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.741127644509e-4,7.6747886435349e-4,0.511,-0.511,2.37171960134642e-5,7.6747886435349e-4,0.511,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PCMT1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.4799860430673e-4,7.0691112963578e-4,0.505,-0.505,2.092173885111e-5,7.0691112963578e-4,0.505,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RPS10-NUDT3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.480421040107e-4,0.00144653831552306,0.508,-0.508,6.50487355722632e-5,0.00144653831552306,0.508,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PRDX5,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,6.625200470471e-4,0.029077006737788,0.63,-0.63,0.00409638333916007,0.029077006737788,0.63,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
POLR2F,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,6.7491460315303e-4,0.00897761894652388,0.541,-0.541,8.7235353914335e-4,0.00897761894652388,0.541,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
ATP5PO,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.8147313690002e-4,5.256884453485e-4,0.456,-0.456,1.19797073329526e-5,5.256884453485e-4,0.456,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RACK1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.8516440842486e-4,0.00479959903460846,0.486,-0.486,3.5619665791433e-4,0.00479959903460846,0.486,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PCCB,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.8704453629004e-4,0.00237136282874456,0.501,-0.501,1.2527954566952e-4,0.00237136282874456,0.501,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SYNGR2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.8704453629004e-4,0.00343623615963601,0.494,-0.494,2.1503490432942e-4,0.00343623615963601,0.494,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DOCK4,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,6.8837787189038e-4,0.99999999974885,0.7,-0.7,0.967881837840806,0.99999999974885,0.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ZFAND1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.0731696617184e-4,0.00263853703259242,0.499,-0.499,1.4520250965524e-4,0.00263853703259242,0.499,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DPH5,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.2151306487925e-4,0.00132963091674006,0.506,-0.506,5.64465955219838e-5,0.00132963091674006,0.506,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
THOC7,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.2621377548422e-4,5.580462928714e-4,0.462,-0.462,1.35124416827353e-5,5.580462928714e-4,0.462,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRPL30,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.2621377548422e-4,0.00130977914765225,0.505,-0.505,5.43681910346216e-5,0.00130977914765225,0.505,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PREP,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.2621377548422e-4,0.00121807144115843,0.505,-0.505,4.94098773532126e-5,0.00121807144115843,0.505,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CUL2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.3751844635259e-4,0.00355900952468886,0.492,-0.492,2.2495626240957e-4,0.00355900952468886,0.492,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MTCH2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.4958269842721e-4,5.601746693039e-4,0.465,-0.465,1.45537437187418e-5,5.601746693039e-4,0.465,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
COA8,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,7.4958269842721e-4,0.00763638541572151,0.516,-0.516,6.7718889535643e-4,0.00763638541572151,0.516,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NUBP2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,7.5450484119557e-4,0.0137408827126375,0.563,-0.563,0.00151856256981711,0.0137408827126375,0.563,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
CBX3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.5822946966227e-4,5.601746693039e-4,0.453,-0.453,1.46209111799448e-5,5.601746693039e-4,0.453,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SPATC1L,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.6704548101999e-4,0.00322166149318464,0.494,-0.494,1.9426732454926e-4,0.00322166149318464,0.494,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
POP7,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,7.6704548101999e-4,0.0103291065342422,0.539,-0.539,0.00103940694684198,0.0103291065342422,0.539,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
LRPPRC,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.6704548101999e-4,0.00131571199181013,0.503,-0.503,5.50282059467759e-5,0.00131571199181013,0.503,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PAICS,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.6704548101999e-4,5.8601809652874e-4,0.469,-0.469,1.58482881451171e-5,5.8601809652874e-4,0.469,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
POC1A,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,7.6860006257479e-4,0.0204663122322041,0.592,-0.592,0.00260655863334674,0.0204663122322041,0.592,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
TUBB,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.8719649935801e-4,5.8754321678287e-4,0.466,-0.466,1.62590575713499e-5,5.8754321678287e-4,0.466,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SENP3-EIF4A1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.9486128408718e-4,0.00119472798654352,0.501,-0.501,4.69625780874024e-5,0.00119472798654352,0.501,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ATP5MJ,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,8.0483452568446e-4,0.00803475479970439,0.514,-0.514,7.3525586374653e-4,0.00803475479970439,0.514,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
RPLP0,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.4630775281416e-4,7.0691112963578e-4,0.48,-0.48,2.11184142501257e-5,7.0691112963578e-4,0.48,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FARSB,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.4630775281416e-4,8.60961358761e-4,0.493,-0.493,2.97816822212927e-5,8.60961358761e-4,0.493,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
KLHL7,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.4768311400841e-4,6.3901051947931e-4,0.462,-0.462,1.808520338149e-5,6.3901051947931e-4,0.462,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
UBE2J1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,8.4768311400841e-4,0.99999999974885,0.562,-0.562,0.531361134703916,0.99999999974885,0.562,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
TMEM97,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,8.511487032963e-4,0.00797814314247383,0.509,-0.509,7.2505766294809e-4,0.00797814314247383,0.509,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
PPAT,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.6062319696477e-4,0.00263703924348131,0.494,-0.494,1.4263231128263e-4,0.00263703924348131,0.494,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ATP5IF1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,8.7641970117269e-4,0.131282337940208,0.709,-0.709,0.0257610625392105,0.131282337940208,0.709,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
DPH6,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.786570873523e-4,0.00365144744957212,0.488,-0.488,2.3309554473683e-4,0.00365144744957212,0.488,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
WDR12,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.786570873523e-4,9.8212327193006e-4,0.493,-0.493,3.67524117483262e-5,9.8212327193006e-4,0.493,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CENPM,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,8.786570873523e-4,0.118445145143161,0.702,-0.702,0.0227329258040416,0.118445145143161,0.702,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
EIF3C,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.9164975573283e-4,9.7331059523853e-4,0.492,-0.492,3.61165566786626e-5,9.7331059523853e-4,0.492,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GCAT,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.2222585427024e-4,7.2117964934147e-4,0.468,-0.468,2.19902388849842e-5,7.2117964934147e-4,0.468,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MEA1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,9.2222585427024e-4,0.0662177608138778,0.661,-0.661,0.0111050104829328,0.0662177608138778,0.661,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
TWF1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.2222585427024e-4,0.00427244095542427,0.484,-0.484,2.9458136197934e-4,0.00427244095542427,0.484,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC25A3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.6013153105483e-4,0.00135872838491345,0.494,-0.494,5.81091384742858e-5,0.00135872838491345,0.494,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MRPL37,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,9.6013153105483e-4,0.0236301414502439,0.588,-0.588,0.00318783983715554,0.0236301414502439,0.588,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
ATP5F1B,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.6605745392157e-4,8.008137867091e-4,0.473,-0.473,2.56864799510467e-5,8.008137867091e-4,0.473,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ACAT2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,9.6605745392157e-4,0.0731357314717757,0.665,-0.665,0.0125342684440622,0.0731357314717757,0.665,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
RPA3,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,9.6605745392157e-4,0.0219532904790094,0.581,-0.581,0.00289949119534086,0.0219532904790094,0.581,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
GALK1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.6605745392157e-4,8.4797958544825e-4,0.479,-0.479,2.90659669225974e-5,8.4797958544825e-4,0.479,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PHF14,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.7358493840634e-4,9.6098049647962e-4,0.485,-0.485,3.53568295874579e-5,9.6098049647962e-4,0.485,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
EMC6,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,9.7358493840634e-4,0.027530630869355,0.596,-0.596,0.0038525568354915,0.027530630869355,0.596,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DARS1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.7358493840634e-4,0.00209257849653528,0.492,-0.492,1.0791914258861e-4,0.00209257849653528,0.492,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCT3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.7358493840634e-4,7.6747886435349e-4,0.461,-0.461,2.38932099279862e-5,7.6747886435349e-4,0.461,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ACOT8,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.00100856123004459,0.0086650040148482,0.501,-0.501,8.2290289700759e-4,0.0086650040148482,0.501,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
BUB1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00100856123004459,7.9970705424615e-4,0.461,-0.461,2.53995007795162e-5,7.9970705424615e-4,0.461,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC35B2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00100856123004459,7.818612001875e-4,0.452,-0.452,2.45868301945757e-5,7.818612001875e-4,0.452,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DLAT,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00100856123004459,0.00463311716985997,0.48,-0.48,3.3218575934845e-4,0.00463311716985997,0.48,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GCSH,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00100856123004459,0.00106000440620358,0.484,-0.484,4.06668357096971e-5,0.00106000440620358,0.484,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SNRPC,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.00100856123004459,0.00847641973835777,0.497,-0.497,7.9966223946771e-4,0.00847641973835777,0.497,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
TTLL12,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00100856123004459,0.00120434995427426,0.487,-0.487,4.80982528908272e-5,0.00120434995427426,0.487,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HEBP2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00100856123004459,0.00137308502743353,0.489,-0.489,5.91549209932055e-5,0.00137308502743353,0.489,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PGK1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00100856123004459,0.00168097598019322,0.491,-0.491,8.08771462168436e-5,0.00168097598019322,0.491,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DYNC2I2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.00100856123004459,0.135085544215853,0.701,-0.701,0.0269931371810111,0.135085544215853,0.701,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
RPS18,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00101003303856068,0.00146228978470962,0.49,-0.49,6.66767354663191e-5,0.00146228978470962,0.49,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PIMREG,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.00103704266394352,0.0152764876949198,0.543,-0.543,0.00176784511689638,0.0152764876949198,0.543,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
COA1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00105834142190743,0.00339248640897544,0.484,-0.484,2.0909664659093e-4,0.00339248640897544,0.484,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RBM4,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.00105834142190743,0.00766820645071921,0.482,-0.482,6.8242214640048e-4,0.00766820645071921,0.482,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
CDKN3,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.00105834142190743,0.0158128377368109,0.545,-0.545,0.00187963920267752,0.0158128377368109,0.545,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
CMC1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00105834142190743,9.5182251034145e-4,0.474,-0.474,3.47205695596254e-5,9.5182251034145e-4,0.474,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PSMG2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00107070077590344,9.9310363196408e-4,0.476,-0.476,3.74756087533617e-5,9.9310363196408e-4,0.476,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TXNDC5,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.00107070077590344,0.99999999974885,0.635,-0.635,0.866630777966598,0.99999999974885,0.635,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
LSM2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00109394785194944,8.4797958544825e-4,0.452,-0.452,2.8941238400497e-5,8.4797958544825e-4,0.452,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
UQCC2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.00110906551494479,0.0420527518507567,0.617,-0.617,0.00659884376526026,0.0420527518507567,0.617,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
ASL,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00110906551494479,0.00263703924348131,0.486,-0.486,1.4185444443296e-4,0.00263703924348131,0.486,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
H2AX,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.00110906551494479,0.0332743533187996,0.598,-0.598,0.00486558940039051,0.0332743533187996,0.598,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FEN1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.00110906551494479,0.0127981955595603,0.522,-0.522,0.00138848348051833,0.0127981955595603,0.522,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
